n,type,avg_th5,avg_th10,avg_th20,avg_th30,avg_th50
97600,reversed,8888.2,8606.4,8574.4,9001.2,11875.8
97600,nearly,7929,7854,7731.8,7845.6,7451.6
97700,random,17327,17055,23142.2,19791.8,17941.2
97700,reversed,9781.6,8043.2,8218.6,9394.8,15668.6
97700,nearly,7802.4,7658.8,7632.8,9240.6,7307.8
97800,random,17019.4,16509.2,18281.4,17640.6,16005.4
97800,reversed,8246.4,8038,7903,8849.6,12293.6
97800,nearly,7833.2,7603.6,7478.6,7430.6,7000.2
97900,random,16616.6,16265.8,15662.8,15573,16299.6
97900,reversed,8249.6,8014,7953.2,8564.2,11298.6
97900,nearly,7683.2,7362.2,7289.6,7152.8,6984.2
98000,random,17052,16175.4,15761.6,15523,16094.4
98000,reversed,8366.6,8019.8,7950.8,8580,11329.2
98000,nearly,7449.2,7420,7388.6,7268.2,7030.2
98100,random,16864,16086.2,15640.4,15260.4,15821.6
98100,reversed,8681.4,8451.8,8196.2,8661,11342.8
98100,nearly,7463.2,7366.4,7313.2,7181.8,6971.2
98200,random,16869.2,16133.6,15641.8,15375.4,15916.6
98200,reversed,8347.8,8212.2,8135,8780.2,11363.2
98200,nearly,7748,7614.6,7299.4,7174.6,6974.4
98300,random,16752,16179,15773.4,15418.8,15915.8
98300,reversed,8218.2,8071.4,7962.8,8624.8,11361.8
98300,nearly,7753.6,7558.6,7578.4,7424,7047.4
98400,random,16831.6,16031.6,15532.8,15483.2,15959.8
98400,reversed,8471.2,8226.4,8058,8837.8,11497.8
98400,nearly,7769,7688.6,7613.6,7531.8,7148
98500,random,16860.6,16143.2,15728.6,15231.4,15911.4
98500,reversed,8394,8337,8143.2,8623.6,11396.6
98500,nearly,7813.4,7501.2,7601.6,7269,7035
98600,random,16890.4,16235.8,15705.2,15408.6,16066
98600,reversed,8649.4,8198.6,8108.6,8641.6,11396.2
98600,nearly,7600.6,7484.2,7369.8,7211.2,7022.6
98700,random,16863.8,16266,15610.8,15283.4,15933.6
98700,reversed,8364.8,8100.2,8104.8,8890.8,11531.6
98700,nearly,7518.2,7430.6,7352.2,7275.4,7025
98800,random,16944.8,16300.2,15622.8,15329.8,15991.2
98800,reversed,8492.8,8065.6,7987.4,8662.6,11466.4
98800,nearly,7557.6,7517.2,7377.6,7259,7051.6
98900,random,16901.2,16264.6,15764.2,15731.2,16860.6
98900,reversed,8392.8,8127.4,8061.8,8673.2,11471.6
98900,nearly,7592.8,7477.6,7385.6,7276,7048.4
99000,random,16948,16288.2,15685.4,15423.6,16131.8
99000,reversed,8516.4,8223.2,8121.2,8814.2,11594.4
99000,nearly,7580.8,7497.6,7373,7242.2,7189.6
99100,random,16985.2,16388.4,16298.4,15883.6,16553.6
99100,reversed,8670,8472.4,8283.6,8905.8,11765.4
99100,nearly,7714.4,7748.4,7709.8,7584.6,7073.4
99200,random,16962,16347.8,15687.6,15320.2,16014.2
99200,reversed,8363.6,8242,8074.8,8717.6,11511.2
99200,nearly,7598.2,7592.8,7431.4,7354.4,7079.4
99300,random,16988.2,16309.4,15678.4,15405.6,16103.6
99300,reversed,8341.4,8126.2,8043.8,8780,11581.4
99300,nearly,7703,7452.6,7365.8,7245.2,7062.6
99400,random,17018.4,16367.4,15811.6,15520.2,16387.8
99400,reversed,8802.6,8475.2,8249.8,8967.4,11713
99400,nearly,7858.4,7642.8,7483.8,7382.2,7503.4
99500,random,17021.4,16348.6,15833.4,15530.8,16148.4
99500,reversed,8749.4,8415.8,8164.4,8832.4,11608.8
99500,nearly,7819.2,7791.4,7699.8,7511.4,7118
99600,random,16997.8,16391.2,15888,15610.6,16239.6
99600,reversed,8583.4,8293,8206,8912.8,11780.2
99600,nearly,7589.4,7783,7516.8,7329.4,7490.2
99700,random,17563.2,16791.6,16445.6,15996.6,16630.2
99700,reversed,8918.2,11599,14162.2,9813,11668.2
99700,nearly,7748.8,7620.8,7476.6,7739.4,7402.8
99800,random,17498.4,16384.6,15921.4,15711.6,16232.8
99800,reversed,8551,8351.6,8258.8,8946.2,11771.6
99800,nearly,7899,7667,7715,7661,7431.2
99900,random,17061,16396.4,15931.4,15744.2,16266.2
99900,reversed,8626.4,8369.8,8226.2,8778.6,11755.6
99900,nearly,7756.6,7734.8,7486,7384.6,7113.2
100000,random,17086,16524.2,15940,15654.4,16227.2
100000,reversed,8727,8325.8,8250.8,9000.6,11743.2
100000,nearly,7857.8,7616.8,7757.6,7425.4,7312.2
